id,source,text,MGT
dev_isizulu_00122,AfriHate,"sanibona bafwethu,  umculo lona ngiyawuphila angikaze ngiye kwa mlungu noma ngiyoba unogada bese ngigaqela iziphiwo zabanye abantu ngathi ngiphuma eskolweni ngangena emculweni kuze kube yinamuhla.   ingoma ziningi… ##url",0
train_isizulu_01219,AfriHate,"uthenga umahosha uze umqabule,akyona intombi yakho le",0
dev_isizulu_00035,AfriHate,"@username inkinga yakhe uthanda o-2 slice :"")",0
train_isizulu_00316,AfriHate,"@username ingulube yehlathi angyazeli lutho ngabe ngnamanga, yabo intibane linganya ipitbull",0
test_isizulu_00656,AfriHate,"#ngibonise umuzi onotshwala lol #welele #mnandi ""@username : smart mampara....nami ng'khona la""",0
train_isizulu_02945,AfriHate,ngiyofosta toti-toti ngibenemali 💪💰🤫#ngamla omnyama 🤙 @ o.r. tambo international airport ##url,0
train_isizulu_02657,AfriHate,"@username akusiyo imfene le sisi, inkawu. futhi, akufani nje.",0
dev_isizulu_00598,AfriHate,"@username iyabulawa  , inkomo ehlatshwayo...uqinisile ##url",0
dev_isizulu_00377,AfriHate,"lmao ugcwele i-mash wena ekhanda lakho ""@username : uzobhebheka “@username : lmao.....some tweets though :-d”""",0
train_isizulu_00673,AfriHate,"lol ntombi yomzulu, yimi loyo.ngiyaphila, wena unjani?@username : @username mazulu unjani kodwa wentombi yom'zulu??",0
dev_isizulu_00541,AfriHate,"@username dudlu madolo kanyoko angithuki wena ngithuku thando nengena bhasikidi iyangena emakethe nawu umbuzo ""uyangikhipha noma uyangifaka????? ##url",0
train_isizulu_00105,AfriHate,@username inkomo🐄 ngalethani? phela mna ngyafela😍ngama dark dindy usheshe uphendule ke ngoba ngfuna ukuth umkhongi wami kube ujayz besa kuxoxa kodwa lokho ubeyonce uthe uintombi ephethe kahle! ##url,0
train_isizulu_01514,AfriHate,@username mlungu wase ngilandi umqhathanisa nenkosi yesizwe sase ningizimu ne africa hhay o cool cat 🚮zinto enizenzela ongamla asithembe one dei they’ll recognize y’all,0
dev_isizulu_00091,AfriHate,ziyakhipha yiweekend mfana plus ngiyemcimbini ngi huduli gusheshe insimbi yamahumusha mpintshi ngilikhombisa esurba-pini aw noma bengathini vandaag ngiyo omelikhekhe lase makishini…ngithe mangifika broer wam  ngathi sdudla kai one ladlali is kwaphuma bantwana tshovo… ##url,0
train_isizulu_02141,AfriHate,this guy balekela into uthi yimbi uyahlanya inkomo yayo ayimbi nhlobo,0
train_isizulu_02992,AfriHate,"imfene ziya zalwa ngabanye abazali ""@username :""d rt @username : umangabe umuhle kuthiwa ""bayazala abanye abazali""",0
train_isizulu_02264,AfriHate,"""i'm gonna shine in the dark like the star ebusuku, sing all njenge nyoni zezulu ngoba ngibonga bonke labantu base kasi uthando longaka""",0
test_isizulu_00022,AfriHate,"@username iyasha inamba mlungu""sisonke baba",0
train_isizulu_00909,AfriHate,@username awume kancane mlungu,0
test_isizulu_00344,AfriHate,inkawu idliwa ilila,0
test_isizulu_00014,AfriHate,saziqeda izi ntwana ezazifuna i-fame ngo shafu le stabane okwakuthiwa ucosmo black ethekwini.,0
train_isizulu_03048,AfriHate,"@username ingulube inobhekeni, bru!",0
train_isizulu_00778,AfriHate,"nyoni ezimaqola ngiyanethemba bosaziwayo/kazi kanye nabo bonke abalandeli bomculo wesintu, ngicela sivotele lensizwa @username uyasixhasa nathi singamaciko kamaskandi kanti lana umele izwe lethu.  asivoteni  #ipicksjava18 ##url",0
train_isizulu_01086,AfriHate,yabona ukuhlala nmama wakho nomakoti wakho endaweni enye🖐 mazulu cant breathe now#imbewu,0
train_isizulu_00228,AfriHate,@username uma uthe mfene ngikhipha konke engnakho,0
train_isizulu_00335,AfriHate,kwaaaaa  bathi lamakhaza afebisa ngisho nabadlisiwe 😂😂😂  baphinde bath lamakhaza enza omahosha bakweletise 😂😂😂,0
dev_isizulu_00522,AfriHate,uthini lo mlungu 😂😂😂😂😂 ##url,0
train_isizulu_00085,AfriHate,@username uyahleka nawe mlungu? ##url,0
train_isizulu_02241,AfriHate,"@username jooooh,wena iyo slima sendoda, uyintombazane e khohlakele ngibukele isoweto tv manje 1:10pm",0
dev_isizulu_00605,AfriHate,bhebha uthule!! 😂😂😂😂 ##url,0
test_isizulu_00536,AfriHate,bhebha wena dean uzobe ungaqali vele,0
train_isizulu_02742,AfriHate,"mampara weekend ""@username : asphuzeni""",0
train_isizulu_02674,AfriHate,umphakathi ubambe imfene saphuma sonke sumphakathi... .manje ilokhe ibuka mina😭 ##url,0
dev_isizulu_00575,AfriHate,@username ikhekhe maybe or inkomo?,0
train_isizulu_01348,AfriHate,one of the reasons why zulus are savage🤣🤣🤣  “ngidla imomozi mina” ##url,0
train_isizulu_02357,AfriHate,@username dankie ngamla 🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿,0
train_isizulu_00361,AfriHate,mazulu bo woza uzo flip ngala dadewethu... ##url,0
train_isizulu_01259,AfriHate,"slima 😔😔😔 ""@username : senizodakwa nobabili? ##url",0
train_isizulu_00321,AfriHate,ngokubona kwami sithakathwa ilaba abangaphuzi ngoba akekho umuntu ongagibela imfene edakiwe ##url,0
train_isizulu_00243,AfriHate,bongiwe thengani imizi madoda niyeke ukuyoba ama bhoklolo kuma town house ngoba bazonishaya abelungu 😂😂,0
dev_isizulu_00331,AfriHate,"amabhunu. president yabo, yibhunu. wonke umuntu uyibhunu lapha ##url",0
test_isizulu_00444,AfriHate,"to think that few months back you dj's were complaining about loss of income during the lockdown saying it was unfair treatment from government kodwa namhlanje ngoba isiyangena imali usubona ""amahliphihliphi"" on the people u wanted to entertain slima ndini!!! ##url",0
train_isizulu_02059,AfriHate,#oscarwillbeoutbefore baphele abelungu abamnyama ababi!,0
test_isizulu_00181,AfriHate,iteabag siyimfumfutha size siyibize ngozamfumfu yeyi sasiphila ngezinsuku zethu @username #ndizanathi,0
train_isizulu_02702,AfriHate,"@username kwaaaaaaaaaaaaa !! hhayi mnganami , kodwa phela asilikhulume iqiniso , banamanyala abafana kodwa ,  nje ukuzenza ingulube",0
train_isizulu_02240,AfriHate,"@username sizwe slima senkosi, asibhedelwa.... pheykwabo.",0
train_isizulu_01638,AfriHate,usintshontshise slima sentombazane 🍆bese xoxela bonke bangan bakhe nx,0
dev_isizulu_00215,AfriHate,@username inkomo ayibunoni utshani ##url,0
train_isizulu_01237,AfriHate,wenja!.. khona le mpahla engeza nayo kini... iyona le. ##url,0
test_isizulu_00293,AfriHate,ngabe ufuna uk’bhebha bani ke ku tl sbonga. ##url,0
train_isizulu_00393,AfriHate,@username wenzeni ukhune wena sdomu ##url,0
dev_isizulu_00270,AfriHate,@username #wnb ay mina ayikho inyama ekthiwa yadliwa engithi angiyidli nemfene mabengangtshela ukuthi imfene ngayidla nje!,0
train_isizulu_00610,AfriHate,"wenja 😂 ""@username : usezovula igoldmine phela😆 ##url",0
train_isizulu_01733,AfriHate,ngizoku bhebha #thequeen 😂😂,0
train_isizulu_01383,AfriHate,@username kwakuqhathwe inkomo nembuzi 😀,0
train_isizulu_01633,AfriHate,"umuntu akbuze unomntwana? uthi yes👌umuzwe sekath mara awbonakal!😏haybo wenja ufuna ngphafe nge nan🍼ngigcobise nge purity,ngenze iduku nge pampers😂😂😠😠",0
train_isizulu_01795,AfriHate,usolanji lona fanele akhiphe inkomo yokugeza umuzi waka jay z. angikaze ngiwabone amanyala anjena.,0
train_isizulu_00248,AfriHate,akukho ngamla nje kule top8 yamagenge?! #idolssa,0
test_isizulu_00090,AfriHate,#thequeenmzansi u jola uzobhebheka uma enganakile. bathathe bab'omncane😂😂,0
train_isizulu_00056,AfriHate,konakele kushada imfene ke namhlanje 💃💃💃,0
train_isizulu_02581,AfriHate,kodwa phela intombazane eyi sdomu ay'funeki nje. singaphela inina...,0
train_isizulu_02259,AfriHate,isende lendlela sigh,0
test_isizulu_00280,AfriHate,inkomo asihambeli isdakwa 🤣🤣🤣😭😭😭🤣🤣🤣🤣 ##url,0
train_isizulu_00372,AfriHate,into engiythanda nge sdudla if sithe siyeza siza ngempela☺️ asiyidli imali yokuza😊,0
train_isizulu_02080,AfriHate,@username khululeka mazulu phaqa,0
test_isizulu_00330,AfriHate,@username nishaya inkawu ngenja😂😂😂,0
train_isizulu_02684,AfriHate,ngeke ngiyibheke oe angiyifuni  ngozwa ngetshe njenge nyoni 🦆 ##url,0
train_isizulu_02017,AfriHate,damn lakhuluma ibhunu 🙆🏽‍♂️ ##url,0
train_isizulu_00945,AfriHate,yaze yangnonela ingulube ##url,0
train_isizulu_01794,AfriHate,uyanya wena slima ##url,0
dev_isizulu_00399,AfriHate,"udakwe uze ubingelele ifridge uthi ""ya sdudla umeleni wedwa la"". 😂🤣🙆🏼‍♂️",0
train_isizulu_02560,AfriHate,#imaginebeingrejectedby umahosha athi akabadayiseli abantu abafana nawe,0
train_isizulu_00159,AfriHate,"imagine ukushaywa kwisbhakela, ushaywe incwadi uphinde ushaywe ibhunu! 😭😭😭 ##url",0
test_isizulu_00521,AfriHate,@username iyang’bhebha daily 😢 ##url,0
train_isizulu_03061,AfriHate,n'golo kante bafethu 😭😭😭🔥🔥🔥,0
train_isizulu_02831,AfriHate,"ingulube iyanginonela, emini kushisa nokwenza",0
train_isizulu_01708,AfriHate,#uyajola99sundays what if jub jub iyona indlela asikhombisa ngayo ukuthi ejele kuyadelelwa imomozi imomozi nje 🤣 ##url,0
dev_isizulu_00082,AfriHate,angaz ngingay'chaza njan kodwa 'inkomo' refers to 'ikhekhe' ...  ##url,0
train_isizulu_00096,AfriHate,imomozi 🍑 akulona iphepha le donation ohamba ucela 🤚imali 💵 ebafaneni,0
train_isizulu_00145,AfriHate,@username heshe mfoka nzima ngithanda ukubingelela,0
train_isizulu_01736,AfriHate,"👌@username : entlek uban othe nath askhoni uk'bhebha sidlule ye ??""",0
test_isizulu_00391,AfriHate,"vusi ximba... #dead... ""noma kungathiwani amasende phela lawa"" sengawukhohlwa lo msangano",0
train_isizulu_01067,AfriHate,noma yini ngamla ##url,0
train_isizulu_02115,AfriHate,i'sdudla sami ♥,0
test_isizulu_00628,AfriHate,umhlanzo wenja leyo. @username bathi umjita ongakaze alivule ivirgin akahlukile nomjita ongakaze athole...,0
train_isizulu_02172,AfriHate,"lmao :''''d ewwu ""@username : fezile udlelwa umkhovu lol rt @username : uzobhebheka vele ""@username : uqondi uzifunela umhlonishwa""""",0
train_isizulu_02746,AfriHate,ningaze nishe amasende ngokuthi nifuna ukuba cool😕 ##url,0
train_isizulu_00978,AfriHate,"hawu ""@username : 😂😂😂😂“@username : baaaadle zuma abantu bakho laba!! bhebha nxamalala!!”""",0
train_isizulu_00649,AfriHate,@username wenja😂😂uhlezi kahle edbn,0
train_isizulu_02223,AfriHate,"""@username : "" hlonipha uyihlo no nyoko ukuze zande izinsuku zakho ezweni""""",0
train_isizulu_01408,AfriHate,umjita uyalishaya isende kodwa... mase ethi fa fa fa amaseries.. well done bafo usimelile #mswipeni #sengkhathele ##url,0
dev_isizulu_00650,AfriHate,@username kanti ngokushaya ubaleke njengamanzi slima,0
train_isizulu_01738,AfriHate,lol akukho ngisho elodwa ibhunu ebelibuka #sarafina ecinema today loooool!!,0
train_isizulu_03012,AfriHate,khohlwa njenge sdomu eskoleni! ##url,0
train_isizulu_00574,AfriHate,heshe mbhemu🤬 ungaphinde ubhalakaxeke ubize inkosi yamazulu ngo “dude”✖️ ##url,0
train_isizulu_00845,AfriHate,"@username 🤣🤣🤣impela, nayi ingulube ing’nonela, babeshane!",0
train_isizulu_01502,AfriHate,"""@username : bhebha utshele ibandla lonke""lol 📣",0
test_isizulu_00001,AfriHate,@username ibhunu safunda isingisi kopopayi.,0
test_isizulu_00557,AfriHate,iskhathi sokuphakela imfene? ##url,0
train_isizulu_01032,AfriHate,"ng'stuckile ngapha mfethu. “@username : ""madala, zathini izolo ke @username : angel thando. z'thini? 😂😂 “@username : @username wenja”""”",0
test_isizulu_00421,AfriHate,"frame 1 , nim-poste evezile amasende uphopho. ##url",0
dev_isizulu_00463,AfriHate,khohlwa njenge sdomu esikoleni ##url,0
train_isizulu_02194,AfriHate,"@username was listening to ukhozi fm manje ngo 6, khona ibhunu at kranskop elimbe amathuna😤😤😤😤 cabanga abuntu aba'sebenza khona",0
dev_isizulu_00322,AfriHate,"@username ngabe kudliwa ididi, well nalo liyadliwa kodwa ngeke",0
train_isizulu_01481,AfriHate,"yimo esengisuthiswa i 2 slice, yeah umjolo uzokunyisa shame😩😩 ##url",0
train_isizulu_01298,AfriHate,@username inyathela ngabantwana lengane madoda majobe ngithi dudlu nayi intsizwa yakwasibiya ithi heshe ntombi enyathela kuzwakale,0
train_isizulu_01566,AfriHate,"@username dudlu amado lo kanyoko angthuki wena ngthuka uthando, angphuzi angbhemi ngidlala ififa kphela, sengishoda ngawe ntokazi, uyangfaka noma uyangfaka?",0
train_isizulu_00336,AfriHate,music video wena sdomu… akekho umzulu oshada ngo lwes’thathu ##url,0
train_isizulu_02948,AfriHate,inkomo ingayeka ukudla utshani!  ##url,0
train_isizulu_02823,AfriHate,som dancefloor anyeke ubuye#jaiva njenge ngamla,0
train_isizulu_02282,AfriHate,dudlu madolo kanyoko angithuki wena ngithuka uthando ##url ##url,0
train_isizulu_01396,AfriHate,"damn 🔥 ""@username : manti moholo, iyawuqondisa ukotini le nyoni! ##url",0
train_isizulu_02887,AfriHate,"nothing is fine,imomozi yakho izoba nolwembu. ##url",0
train_isizulu_02603,AfriHate,heshe mbhemu🤬 ungaphinde ubhalakaxeke ubize inkosi yamazulu ngo “dude”✖️ ##url,0
train_isizulu_01858,AfriHate,generationz witout. ngamla or wandi ayikho mnandi bt imuncu. ningabafaka bonke. abasha kodw abenzi mehluko omkhulu.,0
train_isizulu_01565,AfriHate,baze bathula bo abantu abaholile  nenzani? its mampara weekend for some of us,0
train_isizulu_00458,AfriHate,inyama yangaphakathi ye mfene. ##url,0
train_isizulu_02874,AfriHate,#isidlosasekuseni @username kodwa akuve ingiqeda le clip lakhona uncebz ethi usaba kabi ukubiza igama isitabane 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣ngichazwa impendulo vele ngiphele👌👌👌👌👌,0
train_isizulu_02766,AfriHate,@username zamnandi izingoma baphile o thusi o mfene ngyabathanda bo,0
train_isizulu_00451,AfriHate,"""bang'thathele imali, bang'bhebha"" 🤦🏽‍♀️ ##url",0
dev_isizulu_00548,AfriHate,bani lo ngamla? #jsc,0
train_isizulu_01818,AfriHate,amabhunu ayazenzela nje kulamasaftas,0
train_isizulu_01699,AfriHate,"@username uthi ""iyaku khumbula imomozi yam"" ke 😂🤣",0
train_isizulu_02406,AfriHate,"cha akhona amaciko kumaskandi, #sawbona_slima 👊 @username #sigiyangengoma",0
test_isizulu_00499,AfriHate,"@username wena uyangifuna neh😝, uzobhebheka yazi 😎",0
test_isizulu_00662,AfriHate,@username bazoku bhebha ntombo,0
test_isizulu_00259,AfriHate,@username nx uhlekani ungenza slima 😏,0
train_isizulu_00363,AfriHate,👧🏽 gogo usipho ung'lahlile.  🧙🏿‍♀️ geza imfene nosipho sobona after 12 ukuthi senza njani ##url,0
train_isizulu_00916,AfriHate,ushoda ngomshanelo ngoba imfene unayo 😑😑😑 ##url,0
test_isizulu_00381,AfriHate,i was talking to my brother from kzn yesterday and he says to me:  “bafo komele sikutholele iplazi nawe la emakhaya solus’inkomo sonke eyinkathini eyikanje ngoba nina lapho enihlala khona komntakabani ekuhanjwa emaphesheya yinina enisengcupheni”   😂🤣😂 unzima kodwa killed me!,0
train_isizulu_00481,AfriHate,@username yimi ingulube mbulazi?,0
dev_isizulu_00007,AfriHate,one wonders of how old is this gordhan ??may b my anc should give him pension since bemsabisa okwenyoka nje.phela manje asisakwazi nokubuyisa umhlaba wethu sekulokhu kuwuyena nje.hhayi suka amabhunu asebenzisa yena for ama delaying tactics .,0
train_isizulu_01886,AfriHate,@username usayilona wena skhumba ibhunu vesi 😂😂,0
train_isizulu_01345,AfriHate,@username akuphenywe khona la sa amabhunu ayazi,0
train_isizulu_02028,AfriHate,@username xenophobia amasende akho,0
test_isizulu_00010,AfriHate,"kodwa amabhunu asekzn ayoze asiqede isizwe esimnyama , ubheki cele ngeke enze lutho namaphoyisa ngoba iqondene nomuntu omnyama #ezanamuhla @username ",0
train_isizulu_01848,AfriHate,angithi unyobana nabo oomf. se ngithi naye uyam bhebha na? ##url,0
dev_isizulu_00257,AfriHate,sebeqedile uk'hlanya abelungu? 😂😂 #blackmonday,0
train_isizulu_01460,AfriHate,"noma ungaxabana kanjani nomuntu wakho but never call your partner ngamagama a condescending. to say things like uyanginyanyisa, shit, uyinja, uyislima, uyisdina is wrong #minanawehouse amagama ashiya scars people must learn to mind their language",0
train_isizulu_01997,AfriHate,waze wayipheka bo aretha franklin ingulube 🤣,0
train_isizulu_00886,AfriHate,@username eyiii badlalile ngalo ngamla la🙈🙈🙈,0
train_isizulu_00713,AfriHate,sadlala amabhunu sadlala amandiya. nisho ukuthi akunasixazululo kulento ngaphandle kokuxoxisana ngoba vele kuyahluleka?,0
train_isizulu_01142,AfriHate,@username jerrre bro that's one of animals ekungelula ukusbamba. besizbamba ngezinja kudala sisazingela. but iyalwa imfene. try ezoo.,0
train_isizulu_01925,AfriHate,@username ublue uzobhebheka #bbmzansi,0
train_isizulu_02183,AfriHate,kahle kahle i don't like my crush anymore. angazi bengiliyisaphi ibhunu. 😡😡😡,0
test_isizulu_00407,AfriHate,"mthande kodwa ungamthembi ""@username : mithisa kodwa ungondli ""@username : chama kodwa ungamithisi ""@username : bhebha kodwa",0
dev_isizulu_00152,AfriHate,amasende ayafana namehlo anochuku,0
train_isizulu_01777,AfriHate,"siyakuthanda istabane sakho, esi ungasifuniyo😃 ##url",0
train_isizulu_00794,AfriHate,aikhona @username uyinja ntwana :'( #coolerbag iyarocka le number,0
train_isizulu_01208,AfriHate,lol iyavuka nemomozi? rt @username : @username ngiyaphila isavuka imomozi lol,0
train_isizulu_00571,AfriHate,"hahahahaha ""@username : uyezwa manje :-d ""@username : @username lol silahlekelwe inkomo zethu sizofuna zona lana :)""""",0
train_isizulu_02219,AfriHate,@username hahaha sisi ungayenza yini ley0nt0 ukukhipha imfene ehlathini?,0
train_isizulu_01087,AfriHate,inkomo yeslima iyadliwa,0
dev_isizulu_00165,AfriHate,heshe mfowethu 👏🏾🔥 ##url,0
train_isizulu_00249,AfriHate,laba fana bakhuluma nge beef ngisho bengakwazi nokuhlinza inkomo.☺,0
test_isizulu_00492,AfriHate,bengingakholwa.  joseph: ngiya bhebha ##url,0
test_isizulu_00372,AfriHate,"qomba maqombane  vula-vala skhwama senyanga  yilo👉 nalo👈 mfene bayak'banga'bathakathi  uma akasang'thandi uphakela amaphara😂 @ centurion, gauteng ##url",0
dev_isizulu_00063,AfriHate,if umuntu omnyama efuya imfene kuthiwa uyathakatha &amp; if ifuywe ezinye iynhlanga(abamhlophe) akushiwo ukuthi uyathakatha yindaba vele???,0
test_isizulu_00068,AfriHate,@username 😂😂 thina mazulu singena la kungangenwa khona.. iyini nje ilist😂,0
dev_isizulu_00635,AfriHate,@username ekaze ebelenzani isende...😂🤣,0
train_isizulu_02941,AfriHate,@username liphethe isende ndoda,0
train_isizulu_00081,AfriHate,@username umntu akalithembanga isende lakhe,0
train_isizulu_01198,AfriHate,@username sdudla sangempela nginawe baba deep house only inamandla kakhulu abaphile abantu ezingolweni kwashali #chillaz,0
train_isizulu_02035,AfriHate,"uhleke no mlungu bese abuze ukuthi what's your favourite swimming style?  usho nge voice e phansi uthi ""it's sbackback"" 🏊‍♂️🏊‍♂️🤣🤣🤣",0
train_isizulu_02233,AfriHate,@username sdudla sangempela mahamba🚶🚶maqede kusale kudilika izindonga ze jerico @username #chillaz,0
train_isizulu_01807,AfriHate,nay'ingulube ingnonela noh!,0
test_isizulu_00231,AfriHate,imomozi bafethu 😩.  ##url,0
