id,source,text,mgt
718,mistral:7b,"Abalandeli beMeya yeTheku uNkk Zandile Gumede basabisa ngokuthatha izinyathelo uma ingabuyiselwa emsebenzini njengoba inikwe ikhefu ngemuva kwamacala enkohlakalo nokukhwabanisa athinta ithenda yezigidi yokuqoqwa kukadoti. Abalandeli bakaNkk Gumede izolo bebebhikisha edolobheni bezwakalisa ilaka labo ngemuva kokuthi i-ANC KwaZulu-Natal yelule isikhathi ikhefu lakhe kuze kube yenza isimemezelo ekuqaleni kuka-Agasti. Abalandeli bagasele emahhovisi kamasipala eCity Hall bakhipha abasebenzi. NgeLwesithathu babe nomlindelo bekhulekela umholi wabo. Ngaphandle kwaseCity Hall kusuke esinamathambo amaphoyisa abeqaphe isimo ededela isibhaxu kubalandeli bemeya kubalwa nezintatheli. Amaphoyisa abonakale ebamba ngesidlozane intatheli ye-Independent Media, uMnuz Sihle Mavuso oze waboshwa kodwa wabuye wadedelwa. Bayisikhombisa abantu ababoshiwe kubalwa nabaholi bemashi. Kuthiwa bathathu abalimele ngemuva kokudutshulwa ngezinhlamvu zenjoloba. Ababhikishi basuke eCity Hall baya eGugu Dlamini Park maqede baphikelela emahhovisi e-ANC. EGugu Dlamini baphakelwe ukudla ukuthiba iphango. Emahhovisi e-ANC akekho okhulume nabo basuka khona baya esiteshini samaphoyisa beyophoqa ukuthi kudedelwe abaholi ababoshiwe. Abazange bangene esiteshini eDurban Central ngoba amaphoyisa abesebalinde ngaphandle abahlakaza ngokudubula emoyeni, efutha nesisi esikhalisa unyembezi. Omunye okhulumela abalandeli bemeya, uMnuz Sduduzo Magwaza, usabise ngokuthi sebezothatha izinyathelo zomthetho uma ingabuyiselwa emsebenzini. ""Into esilethe lapha wukuthi sizophoqa ukuthi imeya ivunyelwe iqhubeke nomsebenzi wayo,"" kusho uMagwaza. Uthe banezinyathelo eziningi abangazithatha ukulungisa lolu daba. ""Sizoqhubeka nokufaka ingcindezi sixoxe nobuholi besifundazwe ngoba thina singabantu abawuqondayo umbutho, uma singanelisekile ngesikunikwa wubuholi besifundazwe sizodlulela ebuholini bukazwelonke nalapho uma singagciliseki sizophoqeleka ukuthi sisebenzise umthetho, ngoba siyakholelwa ekutheni isinqumo sesifundazwe asikho emthethweni,"" kusho uMagwaza. Izolo isimo besishubile eThekwini njengoba kuphazamiseke nokuhamba kwezimoto ngesikhathi kuqhubeka umbhikisho. Ngaphandle kwasesiteshini iDurban Central abalandeli bakaGumede bacishe babambana ngezandla namaphoyisa ngemuva kokuthi edubule emoyeni, bewasola ngokusebenzisa izindlela zamaphoyisa obandlululo. Khona izolo ngesikhathi kuqhubeka umbhikisho, kusabalale nemibiko ethi imenenja yoMkhandlu uMnuz Sipho Nzuza isisulile emsebenzini. UNzuza ungufakazi woMbuso ecaleni elithinta imeya. Okhulumela uMkhandlu weTheku uMnuz Msawakhe Mayisela uthe amanga aluhlaza ukuthi uNzuza usulile. Okhulumela amaphoyisa KwaZulu-Natal uColonel Thembeka Mbele uthe bayisikhombisa abantu ababoshiwe mayelana namacala okudala uthuthuva emphakathini. Uthe kukhona nentatheli eboshiwe kodwa yabuye yadedelwa. ""Kunecala lokushaya nokudicilela phansi isithunzi eliphenywayo elibekwe intatheli,"" kusho uMbele.",1
163,mistral:7b,"Izinyoka – Ukuvakasha ku ngavama kakhulu nezinhle zonyaka, ngakho kudingeka ube nemali oyi bekile eyanele ukuthi ukwazi ukuphila nezinhle zonyaka ezingekho matasa.",1
1827,mistral:7b,Ngikuthanda nokuthandaza emhlweni yami kwamadoda esifazeni abenza lo msebenzi ohlanganiswa noyigugu kangakwazi kusigqeme inkambane yibuza.,1
1067,mistral:7b,"Njengoba ukuthuthukiswa kwenzeka-qalasizinda kanye nothalomali kungenye yezinto ezibekwe eqhulwini ohlelweni lokuvuselela umnotho, ukukhula kwesibalo semisebenzi emkhakheni wezokwakha kuyagqugquzela kakhulu.",1
1821,mistral:7b,"Izinyoka Ziyazifunda U-Dkt. Edna Molewa uhloniphe abaqaphi beziqiwu ngo ba ngegalelo elikhulu aba nalo ukulwisana nobuge bengu kwezemvelo, obufana nokubulala obhejane.",1
2828,mistral:7b,"Ngikwenzele ukuthi azikho izindawo ezifane lekile emsebenzini lapho omama abaseyimidlezane bengakwazi ukukhama ubi si noma bancelisele khona izingane zabo ngesikhathi somsebenzi, ngokuba phela bachitha. Ngikusho esikhaleni baye badikibale uku ncelisa ngoba phela bachitha.",1
3001,mistral:7b,"""West Coast, Overberg, Cape Winelands yibabili kuNtshonalanga Kapa, Chris Hani's fundazweni ni Mpumalanga Kapa, Lembe esingaphansi kwesifundazwe saKwaZulu-Natali.Indawo nguWest Coast.""",1
test_isizulu_00528,mistral:7b,@username khona ibhunu ngu-yabo lapha spann yoo ni-gulisela,1
837,mistral:7b,"Izinto zokugcina ucacisa ngezindaba eSIU ezidluli-sele ku-NPA, iminyango nezinkampani kumkhakha kahulumeni namanye amaqembu ngokuboza.",1
2942,mistral:7b,"Ngiyakuthola kulungile ukubuyela ezinhlanzeni zezwe dle dlule zemikhawulo eqinile yokuvalwa kwezwe. Sifuna ukuqhubeka nezimpilo zethu. Sifuna abantu bethu nabathandiweyo bethu bahlale benempilo futhi be phephile.",1
620,mistral:7b,"""Othishanhloko kumele bazi ukuthi umsebenzi wabo awumuhle uma bengakhi ubudlelwane obuqinile nabezimboni ukuze izitshudeni zithole amathuba okuphucula amakhono azo, kusho uNzimande ngokuthi zingaki izimboni othishanhloko abasebenzisana nazo ezizibophezele ukuthatha izitshudeni. Umsebenzi wabo uzokalwa ngokuthi zingaki izimboni othishanhloko abasebenzisana nazo. Uma unguthishanhloko ohlulekayo ukwenza umsebenzi wokunxenxa izimboni kusho ukuthi ulahlekile, akumele ngabe usesikhundleni okuso. AbakwaSeta ukuthi baqhamuke nohlelo lokugcina ulwazi lwesitshudeni ngasinye okungenani esenza iziqu zobunjiniyela kuwona wonke amaTVET athe lolo lwazi lungasiza ekwazini isibalo esiqondile sezitshudeni ezidinga ukufakwa ezindaweni zokusebenza. Angiqondi ukuthi kungani kukhona umuntu oyi-artisan othi akaqashiwe ekubeni enekhono lokuzisebenza.Le ngqungquthela ihanjelwe nayizithunywa ezivela kwamanye amazwe neziphathimandla ezikhungweni zezemfundo ezehlukene. Ibamba likaNdunankulu uMnuz Ravi Pillay lamukele abathamele le ngqungquthela.""",1
422,mistral:7b,"Ngikholwa isiphathi yommandla yabeke yizinyathelo eziqinisekelo ngu-webisa isikhathi sokuthola kosuku ngokunjalo kwamanzi, lapho amathangi azobele omile.",1
294,mistral:7b,"""Lunomthelela ongemuhle kwezolimo, imithombo yamanzi nakwezokudoba futhi kanjalo nasemnothweni wonkana, ukuphinde kube nomthelela ongemuhle ekugelezeni kwemifudlana nezakhi-mpilo ezingena olwa ndle, uDkt Roualt kuchaza.""",1
488,mistral:7b,"Sanibonani. Ngifisa sikhulume ngodaba lokuxolela besekhaya nezimo ezivame ukubekwa yilo othi woniwe ezimenza angavumi ukuthethelela. Sike sathi sizihlalele sixoxa ngobunzima obake basivelela nezinye izinsizwa kwaqhuma izindaba ezihlekisayo abanye baze babalula nokuthi kunjani ukungaholelwa ngumqashi wakho kuze kwedlule usuku lomholo, kwaba khona nophawule indaba yokwephucwa emlonyeni lowo othandana naye. Kuzona zonke lezi zivuvaba ezihlukumeza abanikazi bazo, kube nesisodwa nje namanje engingakasithathi isinqumo sokuthi ukuba kwakuyimi owayebhekene nale mbedumehlwana nganginquma ukuthini. Woza nendlebe-ke (noma iso lakho) ngikuxoxele. Lo mlisa uthi wayevame ukugibela ibhasi lokuqala lasentathakusa njalo ekuseni uma eya emsebenzini. Kuthe langa limbe wavukwa yisisu ebusuku, lesi esiqala ngokubhavumula sikuvuse kube ngathi ushiswe yilahle lomlilo. Ziningi phela izinhlobo zokuphathwa yisisu, lesi akhuluma ngaso uthi uma sesikubambile ungaphambana nenyoka iza kuwe, uqonde ngqo kuyona uphinde uyeqe futhi maqede ungaqalazi emuva ukuthi iyakulandela. Uyaqonda-ke ukuthi bunjani lobunzima akhuluma ngabo. Uthi sam’bamba lesisu simkhipha waze washiywa yibhasi lokuqala ayevame ukulithatha. Ngenhlanhla wakwazi ukulinda waze wathola ibhasi elilandelayo. Ujabula nje kanti akabuzanga elangeni ukuthi kusekukhulu okuzomehlela. Nebala angene ebhasini abe nenhlanhla yokuhlala esihlalweni esingemuva komshayeli webhasi. Noma engakushongo lokhu kodwa ngiyasola indoda yasikhetha ngabomu lesi sihlalo ngoba ibheka ukuthi ukuhlala kwayo kuso kuzoyisiza. Lihambe ibhasi lithi nje lingafika endaweni eyigquma uma nje lithi thuthu lehla egqumeni ibhasi, kwasuka lokho. Ewu sathi isisu ngila, yathi le ndoda iyaziqinisa ibambelela esihlalweni iqinisa imihlathi, sathi isisu cha angenziwa kanjalo. Yaba yinye kuphela into eyayingenziwa yithi sonke, insizwa yaqunga isibindi yasukuma yaqonda ngqo kumshayeli iyomnxusa ukuthi amise ibhasi ukuze ikwazi ukwehla iyobhekana nale ngwadla. Okokuqala nje okwaba luphawu lokuthi idlozi layo liyifulathele, yathi ingakasibeki isicelo sayo, umshayeli washo ngesankahlu ukuthi “Wendoda, njengoba ubona kahle ukuthi akusona istobhi sokuma lesi, ubungelinde ngize ngime ukuze uzobuza ngoshintshi wakho ongaphele."" Cabanga njalo ukuthi isisu asinamamenazi, asinanhlonipho. Yazama indoda ukuzikhalela ithi, ""Mshayeli, awumise ibhasi ngikhishwa yisisu bo."" Umshayeli waphendula ngokuthi kusemnyama ngeke akwazi ukuma esigangeni ngoba kuzobeka yena nabagibeli engozini yokubanjwa yizigilamkhuba. Yaqhubeka le ndoda ikhala ithi umshayeli akame okungenani uzoma maqede angalindi avele ayishiye khona lapho. Kwangathi nomshayeli uthelwe ngezibonkolo, etshela lo mgibeli ukuthi indlela ancenga ngayo sengathi iwubufakazi impela bokuthi kukhona amaqhinga ophezu kwawo, yikho kona kanye-ke, okwenza ayishaye ngamandla ibhasi. Ewu uyabona uma umuntu exoxa ngosizi lwakhe, niqale nonke ninsinsitheka nigcine senibona ethuthumela ukuthi lolo sizi alusadabukisi, kunalokho seluvusa intukuthelo. Akukho noyedwa owaba nesibindi sokumncenga umfo lo ukuthi akaxolele umshayeli. Kwathula kwathi cwaka! Emva kwalokho wonke umuntu wacabanga ukuthi uma kungenza lesi simo sibhekane naye wayengakwazi yini ukuthi avumele ukuthambisa inhliziyo axolele lo mshayeli? Ibuhlungu le ndaba ngendlela yokuthi akekho noyedwa kithi owabe esaqhubeka ebuza ukuthi ukwenqaba komshayeli kwaholela ekutheni yenze njani indoda. Kubili kuphela okunokwenzeka ukuthi kwagcina kwenzekile, okokuqala kungenzeka ukuba indoda yalahla ithemba yabuyela esihlalweni sayo yayobekezela kunzima kunjalo. Okwenza-ke ngizocela ukuthi ngikushiyele kuwena ukuthi uzame ukucabanga ukuthi konje kwagcina kwenzekeni. Uma usuyitholile impendulo yesibili ngiyocela wenze kanje, ufike ungazise nami bese uqhamuka nesu elibukhali lokuncenga lo mnumzane ukuthi axolele loya mshayeli. Umna wawungumshayeli wawungenze njani ngempela esimweni sokumiswa umgibeli kusempondozankomo sibe sazi ukuthi izwe selaba libi kanjani? U-Alex wethula uhlelo indaba emsakazweni iGagasi FM ngoMsombuluko ngo’7 kusihlwa bese ngoLwesibili kuya kuLwesine aqale ngo’6 kusihlwa. Ezinkundleni zokuxhumana kuTwitter, Instagram, Facebook, LinkedIn no Youtube @alexmthiyane",1
337,mistral:7b,"MHLELI: KwiSolezwe langoLwesithathu, 20 Juni, phansi kwesihloko esithi: JUJU ivulele uJuju awokucwasa. Ngithi ake ngibeke owami umbono. UMALALA ukhuluma ngezinto ezigqitshiwe. Ngesibindi sakhe ngimushayela ihlombe. MHLAWUMBE ngaphambi kokuqale bagijimele ezinkantolo ontabakayikhonjwa, kungakuhle baqale babheke ubuqiniso bale nto ekhulunywa nguJUJU, bazenzele ucwaningo, iKAKHULUKAZI ngalezi zindawo ezinabomdabu baseNdiya abaqashe abamnyama. Kungaba yisemalolini, emakhishini, hardware, ezitolo zokudla njalo-njalo. UMA beneqiniso bayobuya, bamxhawule uMALALA, bathi wayeqinisile. Okwe-JUJU ke khona kuwusizi. Banendlela ebasebenzela kahle kabi yokuphusha abomdabu phambili, ukulwela ububi babo. Ake ngithi uma ucheme nabacwasi ngeke ukubone ukucwasa. Uma ungakubacindezeli ngeke nangengozi uyibone ingcindezelo. Ngicela umphakathi ubathethelele abantu abafana nomfo kaMphithi. Kanti yini wena ongayilindela emntwini olala ngengubo enye nabacwasi? Ngiyolokhu ngasho ukuthi kusezindebeni zomlomo kuphela ukuthi iNingizimu Afrika ibumbene. Hamba uye emapulazini. Uzobona ukuthi abantu bakithi bahlukunyezwa kanjani. Umfo kaMALALA ukusho kucace ukuthi, hhayi bonke. Lapho ngimshayela elikhulu ihlombe. Sengathi banganda abaholi abakwazi ukukhuluma ngezinto ezithi zenzeka zibe zifihlwa.",1
train_isizulu_02519,mistral:7b,@username Baba Kaunda ngilinyaniswa imoto lase skhawini ku n2 kuqhamisa isikiti esikhawini yemgwaqeni yaphela nga imoto yami.,1
2868,mistral:7b,"""Izinyoka zethu e-Dine with Locals yithole isizwe esi nezinhlanga ezahlukahlu kene, lapho kuzobe kuboni swa ngamasiko angenga phansi kwayisihlanu, lapha ngibala elakwaXhosa, ela kwaVenda, elamaKhoi, elaseCape Malay kanye nesidlo sezidlo zasolwandle e-ngizoshe.""",1
train_isizulu_02820,mistral:7b,@username ke khuluma ngawe uyabona uMnyoni wakho abahlala amaSimba ngokuhle kuCabanga. uKhofi lakho lasebenza.,1
846,mistral:7b,"Uphenyo luvimbe uyahlwa isigidi esikhethweni-R114.2, ngoKhona bekelanga celeni zinkontlekho zenu lesigidi esikhethweni-R170.4.",1
336,mistral:7b,"""Abo okuqasheka. Isibonelelo se-SRD siyaqhubeka; uSoxhaso Lomphakathi Sabakhahlanyezwe yiCOVID-19 (i-SRD) ngu-SRD, abantu abangasebenzi abangaphezu kwezigidi eziyi-10, seselulelwe isikhathi esingangonyaka – kuze kube nguNdasa 2023.""",1
347,mistral:7b,Iziphupho zokuthola ziyo qedwa nesikhalisane sokuthi kuqashwe amaphoyisa yizin12 000 kanye nesikhululekile kabusha kwamaforamu amaphoyisa omphakathi.,1
test_isizulu_00194,mistral:7b,@username uyacela tweet yangabuyile ngu-umuntu obanjwe egibele imfene emzini yabantu 😂😂😂😂,1
236,mistral:7b,"Ngikuphendula kuwe ngumndeni othandiweyo wakho esuleleka? Ungabo othisha bayakweseka, umndeni kanye nabangani bayakusiza na uma uzizwa ungaqinisekanga noma unokhwantalala noma unexhala? Lokhu kubalu leke kakhulu.",1
train_isizulu_02317,mistral:7b,"@username ngamla na makhumalo ❤️ umuntu wakho 20:00",1
dev_isizulu_00374,mistral:7b,isitabane-syadabukisa-bafwethu-geotologist-uzohleka-https://www.kingsomnala.com/,1
441,mistral:7b,Ngikhuluma eshaweni isikhashana nguwe usebenzisa amanzi amancane umuntu ogeza.,1
728,mistral:7b,"""Lisengozini yokuphelelwa yisithunzi ihhovisi lakhe kanti libaluleke kakhulu futhi lenza umsebenzi obucayi, ukwenzeka kwamaphutha kuzokwenza abantu bengalithembi, uhulumeni ungalithembi nezinkantolo imbala ngeke zisalinaka. Okwakhe wukuthi ethule akutholile bese ekucacisa ukuthi nabanye basengenza olwabo uphenyo hhayi ukuthi abathathelwe izinyathelo. Okubalulekile wukuthi akumele abantu basatshiswe ngokuphakamisa ukuthi kumele kwenziwe njani ngoba lokho kungadala ezinye izinkinga. Okwakhe wukuthi ethule akutholile bese ekucacisa ukuthi nabanye basengenza olwabo uphenyo hhayi ukuthi abathathelwe izinyathelo. Solwazi Karthy Govender, ongoti wezomthethosisekelo oke wasebenza enyuvesi yakwaZulu-Nata nakwiHuman Rights Commission, uthe: 'Okubalulekile wukuthi akumele abantu basatshiswe ngokuphikisa ukuthi kumele kwenziwe njani ngoba lokho kungadala ezinye izinkinga.' I-IFP ithe ikhathazekile ngokusebenza kwehhovisi loMvikeli woMphakathi njengoba echithwe yinkantolo. IPhalamende lithe ngeke limthathele zinyathelo uGordhan. I-EFF ithe izosidlulisa lesi sinqumo senkantolo. Ngeledule inkantolo yomthethosisekelo ichithe u-Advale Mkhwebane owayekade edlulise isinqumo mayelana nodaba lwemali eyabolekwa yibhange i-Absa kwibhange lombuso yanquma ukuthi akhokhe yena ezinye zezindleko zabameli. Konamanjalo, ngoLwesibili inkantolo enkulu eNorth Gauteng ikuhlehlisile ukulalelwa kwesicelo sikaRamaphosa sokuphikisa umbiko kaMkhwebane othinta izigidi zamarandi azithola ngesikhathi ekhankasela ukuba ngumengameli we-ANC.""",1
2286,mistral:7b,"Umsebenzi wokuthula kwa-umfazi wakho, abantwana bakaBab'uMhlophe, abazali noma izinto ezinyembe zalishumi, isihlobo segazi esise duze sizodla ifa lonke.",1
81,mistral:7b,"Umbiko uphinde waveza ukuthi Ntshonalanga Kapa, iMpumalanga, iGauteng, iMpumalanga Koloni, i- Nyakatho Kapa kanye ne- Nyakatho Ntshonalanga yi- zifundazwe osekuneminya- ka zaluqalisa lolu hlelo ngokuthi i- Nyakatho Koloni.",1
884,mistral:7b,"Isikhathi sekhetheka sokhuluma kwezinye-1988, lethu ngu-ngonyama ezilandelayo lapho, ngithanda ngezinye ngalo mbono zekhe.",1
228,mistral:7b,"Izinto zoqonda kwakho ukukhona uguquko olwenzeka njalo endimeni yezokufunda ezikoleni zase Ningizimu Afrika, lokhu okungashiya abafundi bezizwa benexhala kanye nokwesaba.",1
2482,mistral:7b,"""Iphinde lase thi ibe nemininingwane yabalimi abangama-670 abancane, abamaphakathi kanye nabasafufusa (amaSMME) siyazifunda ngolwa zi olufanele""",1
3182,mistral:7b,"Indawo lapho siciphisa khona izindleko, akuyona kuphela amaholo abasebenzi bakahu lumeni abangabaphathi base mahhovisi kulo nyaka. Senginqume ukuthi akuzukuba khona ukunyuswa kwamaholo abasebenzi bakakhulu. Lokhu kulandela ukuncishiswa kwezi nzuzo, kodwa ngikhona ukuthi amaholo abasebenzi bakakhulu bangabantu babe siphambili.",1
3523,mistral:7b,U-Nel wakwazi emhlabeni wakhe umhlaba ongamahekethwa kwe-mabili.,1
1377,mistral:7b,"Ngokusho kuka-Taryn Seegers, umxhumanisi weNhlangano Yomdlavuza Ezinganeni eNingizimu Afrika i-Childhood Cancer Foundation of South Africa (i-CHOC), kukholakala ukuthi isingane ezimbili kwezintathu ezinomdlavuza azikutholi ukwelashwa nalezo ezithola ngokucina.",1
test_isizulu_00648,mistral:7b,uyazi kuqala ukuthi manicabanga ngingavalelwa imnyaka engaki mangase ngu-nqumeka inkawu eyodwa?,1
train_isizulu_00056,mistral:7b,nguwele ukuthi kulalela imifino yamaNgqengele 💃💃💃,1
test_isizulu_00282,mistral:7b,@username is a foreigner 😂,1
3384,mistral:7b,"Izimpilo zabantu abasha, ukubhekana nokungasebenzi kwentsha kudinga ukukhula komnotho ngesivinini, ikakhulukazi emikhakheni yezemisebenzi, kanye nokwakha ikhono lombuso ukuthi ukwazi ukufeza indima yawo yokuthuthukisa. Lolu hlelo sibuye ngempela.",1
dev_isizulu_00410,mistral:7b,"""Amabhunu @username: uyangithanda ku-lawa ngaphandle kakhulu zingane? @username: lamaford ranger uyawokuhamba ehlathini yokuthi yentabeni ❤""",1
test_isizulu_00524,mistral:7b,@username yabhayiza lentaba ingqobo amasinde ase umnguni yase green!! isikwazi ukuthiwa kumhlaba!,1
3444,mistral:7b,"Ababambiqhaza bathola uchungechunge oluphelele lwakushayela zifundo, kuze kube sebekulungele ukuhlolwa.",1
2853,mistral:7b,"""Ngikutshala nakakhu-lul' uyabona,"" yasho wena.",1
3209,mistral:7b,"""Ngikuphendula kakhulu ukuthwala esikhaleni esikhundleni wokunqoba. U-Arendse ukhuthaza abesifazane baseNingizimu Afrika ukuba bangalokothi bazibukele phansi. Ngikuphendula abantu uku-thi yini onamandla okuyenza naleyo ongenamandla okuyenza."" v*Ukuze ubheke amanye amathuba ngikuthanda kakhulu.",1
3009,mistral:7b,"""Nokuziqhelelanisa abantu. Basebenzi bakahulumeni abaningi babuyelile emsebenzini ngokuhambisana ne-mibande la ehambisana Nokusebenza Komthetho Wezempilo, nangokuholwa nguMnyango Wezemisebenzi Kahulumeni nangokuPhathwa.""",1
train_isizulu_01216,mistral:7b,"wayeyinkosi yesizwe sabatlokwa abesotho ow'bamokhalong ""sondezi"" ilabatlokwa abadla izinkomo zamahlubi, babezinze ngasencadu, ilezonkomo angithi isilo udingane owathuma amabhunu ukuthi awayozilanda, afikake amabhunu enkosini us'gonyela abe esemlutha. . .[Link]",1
2209,mistral:7b,ngemasiko zonke izimfuno zethu ezifanayo zobuntu obuneqiniso.,1
2652,mistral:7b,"""Uma imali isetshenziswa kwi-uthshwala, izidakamizwa noma ukugembula, hhayi ukusiza umuntu ofanelekile yilesi sibonelelo, inqubo efanayo yokubika ngalokhu kufanele i-Letsatsi.""",1
test_isizulu_00141,mistral:7b,"""Uzobhebheka ku-Nosipho""",1
train_isizulu_02736,mistral:7b,"ibhunu-nomyama-ayisohlwayo-yaphela, bukani-nje-url.html",1
train_isizulu_00486,mistral:7b,"ngikholwa esengisuthiswa yinto e 2 slice, ya kuqala umjolo wakho uyaphila ishaya😓😓 #url-link",1
1419,mistral:7b,"Ukubambelela ngqi kumklamo wakho wezezimalo sizinto elululi, kodwa yiba nenhlosho yokuthi: ""Umntu okuzalwa ukuthi uyabona.""",1
train_isizulu_01934,mistral:7b,"""ngikhuluma ngeke: uyabona ukushayisa ku-nkoni ezinkhawapha ezinqaba zonke ##url""",1
test_isizulu_00467,mistral:7b,"""Izinto zaboze kwaito yokuthula""",1
dev_isizulu_00047,mistral:7b,ngikholwa noma1000 🙏🏾🙏🏾🙏🏾🙌🏾🙌🏾😭😭😭🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾,1
2464,mistral:7b,"""Ngikhuluma leso sikhathi ngumfino ezinhlaleni. Umhlambane owa yengunjiniyela, ubehlezi enezinhlelo zokushiya ezinqoleni aqa le ibhizinisi lakhe lokwakha izindlu. Ngonyaka wezi2014, emva kwesikhashana nje eqale ibhizinisi lezinkukhu, wathanda.""",1
3118,mistral:7b,"Ngikuthanda wezi2017, nguvusele imikhumbi esichothweni esasisibi kakhu lwesake sabonakala eDurban.",1
